Step,Action,Reasoning,Observation,Reward,Done
0,pickup,"I should pick up the key to potentially open locked doors later.
<|ACTION|>pickup<|END|>","message:
f - a key.

language observation:
vertical wall far west
horizontal wall near south and southwest
tripe ration near westsouthwest
horizontal wall very near north and northwest
dark area very near east
vertical wall adjacent northeast and southeast
doorway adjacent east
tame little dog adjacent south

cursor:
Yourself a caveman
(x=19, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|                                                           
           |.......@.                                                           
           |...%...d|                                                           
           |........                                                            
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:2                                    

",0.0,False
1,open,"I should explore the dark area to the east. I will open the door first.
<|ACTION|>open<|END|>","message:
In what direction?

language observation:
vertical wall far west
horizontal wall near south and southwest
tripe ration near westsouthwest
horizontal wall very near north and northwest
dark area very near east
vertical wall adjacent northeast and southeast
doorway adjacent east
tame little dog adjacent south

cursor:

(x=19, y=0)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|                                                           
           |.......@.                                                           
           |...%...d|                                                           
           |........                                                            
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:2                                    

",0.0,False
2,east,"I want to open the door to the east to explore the dark area.
<|ACTION|>east<|END|>","message:
This doorway has no door.

language observation:
vertical wall far west
horizontal wall near south and southwest
tripe ration near westsouthwest
horizontal wall very near north and northwest
dark area very near east
vertical wall adjacent northeast and southeast
doorway adjacent east
tame little dog adjacent south

cursor:
Yourself a caveman
(x=19, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|                                                           
           |.......@.                                                           
           |...%...d|                                                           
           |........                                                            
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:2                                    

",0.0,False
3,east,"I should explore the opened doorway to the east to see what's there.
<|ACTION|>east<|END|>","message:


language observation:
vertical wall far west
horizontal wall near southwest
tripe ration near westsouthwest
dark area very near east and southeast
tame little dog very near westsouthwest
horizontal wall very near northwest
vertical wall adjacent north and south
dark area adjacent northeast
stairs up adjacent west

cursor:
Yourself a caveman
(x=20, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|                                                           
           |.......<@#                                                          
           |...%..d.|#                                                          
           |........                                                            
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:3                                    

",0.0,False
4,east,"I should explore the dark area to the east to uncover more of the level.
<|ACTION|>east<|END|>","message:


language observation:
tripe ration far westsouthwest
tame little dog near westsouthwest
dark area very near east, southeast, and south
stairs up very near west
dark area adjacent north and northeast
vertical wall adjacent southwest and northwest
doorway adjacent west

cursor:
Yourself a caveman
(x=21, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|                                                           
           |.......<.@#                                                         
           |...%d...|##                                                         
           |........                                                            
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:4                                    

",0.0,False
5,east,"I should explore the dark area to the east to uncover more of the level.
<|ACTION|>east<|END|>","message:
Slasher eats a tripe ration.

language observation:
tame little dog far westsouthwest
horizontal wall near southwest
stairs up near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  #                                                        
           |.......<.#@#                                                        
           |...d....|###                                                        
           |.........                                                           
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:5                                    

",0.0,False
6,east,"I should explore the dark area to the east to uncover more of the level.
<|ACTION|>east<|END|>","message:


language observation:
tame little dog far westsouthwest
stairs up near west
doorway near west
dark area very near north, northeast, southeast, south, and southwest
dark area adjacent east and northwest

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##@                                                        
           |...d....|####                                                       
           |.........                                                           
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:6                                    

",0.0,False
7,east,"I should explore the dark area to the east to uncover more of the level.
<|ACTION|>east<|END|>","message:
It's solid stone.

language observation:
tame little dog far westsouthwest
stairs up near west
doorway near west
dark area very near north, northeast, southeast, south, and southwest
dark area adjacent east and northwest

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##@                                                        
           |...d....|####                                                       
           |.........                                                           
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:6                                    

",0.0,False
8,north,"I'm at a dead end. I should explore the dark areas to the north.
<|ACTION|>north<|END|>","message:


language observation:
dark area near south
doorway near southwest
horizontal wall near southwest
stairs up near westsouthwest
dark area very near northeast and east
dark area adjacent north, southeast, west, and northwest

cursor:
Yourself a caveman
(x=23, y=15)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----   #                                                       
           |........|  @#                                                       
           |.......<.###                                                        
           |........|####                                                       
           |.........                                                           
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:7                                    

",0.0,False
9,north,"I should explore the dark area to the north to uncover more of the level.
<|ACTION|>north<|END|>","message:
It's solid stone.

language observation:
dark area near south
doorway near southwest
horizontal wall near southwest
stairs up near westsouthwest
dark area very near northeast and east
dark area adjacent north, southeast, west, and northwest

cursor:
Yourself a caveman
(x=23, y=15)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----   #                                                       
           |........|  @#                                                       
           |.......<.###                                                        
           |........|####                                                       
           |.........                                                           
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:7                                    

",0.0,False
